,date,value,state
9,1986-04-01,27945839,DE
10,1986-07-01,29580763,DE
11,1986-10-01,32065200,DE
12,1987-01-01,34709099,DE
13,1987-04-01,36278408,DE
14,1987-07-01,38895101,DE
15,1987-10-01,42499874,DE
16,1988-01-01,46019810,DE
17,1988-04-01,48556647,DE
18,1988-07-01,55280710,DE
19,1988-10-01,56150857,DE
20,1989-01-01,58155369,DE
21,1989-04-01,61072145,DE
22,1989-07-01,64147948,DE
23,1989-10-01,66814053,DE
24,1990-01-01,67154480,DE
25,1990-04-01,66968888,DE
26,1990-07-01,67439698,DE
27,1990-10-01,71941003,DE
28,1991-01-01,73181799,DE
29,1991-04-01,70808401,DE
30,1991-07-01,70741884,DE
31,1991-10-01,71759647,DE
32,1992-01-01,71539915,DE
33,1992-04-01,71057338,DE
34,1992-07-01,72424265,DE
35,1992-10-01,75124050,DE
36,1993-01-01,75867645,DE
37,1993-04-01,76434919,DE
38,1993-07-01,79518480,DE
39,1993-10-01,82287035,DE
40,1994-01-01,84352933,DE
41,1994-04-01,82491926,DE
42,1994-07-01,84817984,DE
43,1994-10-01,88659454,DE
44,1995-01-01,93025025,DE
45,1995-04-01,95831707,DE
46,1995-07-01,99223018,DE
47,1995-10-01,105313413,DE
48,1996-01-01,108834288,DE
49,1996-04-01,106902174,DE
50,1996-07-01,98881842,DE
51,1996-10-01,113515816,DE
52,1997-01-01,117693719,DE
53,1997-04-01,119985005,DE
54,1997-07-01,125665259,DE
55,1997-10-01,125891710,DE
56,1998-01-01,127742486,DE
57,1998-04-01,122796486,DE
58,1998-07-01,124284434,DE
59,1998-10-01,128643578,DE
60,1999-01-01,126735759,DE
61,1999-04-01,120513465,DE
62,1999-07-01,125246684,DE
63,1999-10-01,127722362,DE
64,2000-01-01,131517166,DE
65,2000-04-01,129044570,DE
66,2000-07-01,131446598,DE
67,2000-10-01,139535800,DE
68,2001-01-01,148845638,DE
69,2001-04-01,152107996,DE
70,2001-07-01,151709496,DE
71,2001-10-01,156373450,DE
72,2002-01-01,149685259,DE
73,2002-04-01,138188036,DE
74,2002-07-01,143162910,DE
75,2002-10-01,146459158,DE
76,2003-01-01,148391001,DE
77,2003-04-01,148741295,DE
78,2003-07-01,152858707,DE
79,2003-10-01,155794559,DE
80,2004-01-01,158439319,DE
81,2004-04-01,161823653,DE
82,2004-07-01,301593784,DE
83,2004-10-01,319721154,DE
84,2005-01-01,338426329,DE
85,2005-04-01,342625354,DE
86,2005-07-01,346539521,DE
87,2005-10-01,338735461,DE
88,2006-01-01,366999192,DE
89,2006-04-01,379346335,DE
90,2006-07-01,379407527,DE
91,2006-10-01,434550925,DE
92,2007-01-01,436180802,DE
93,2007-04-01,437742038,DE
94,2007-07-01,443669112,DE
95,2007-10-01,466671410,DE
96,2008-01-01,479420673,DE
97,2008-04-01,574842746,DE
98,2008-07-01,579323186,DE
99,2008-10-01,434335419,DE
100,2009-01-01,431062920,DE
101,2009-04-01,418800990,DE
102,2009-07-01,421037237,DE
103,2009-10-01,677902706,DE
104,2010-01-01,857934647,DE
105,2010-04-01,829220880,DE
106,2010-07-01,828729486,DE
107,2010-10-01,841688157,DE
108,2011-01-01,840381337,DE
109,2011-04-01,823197145,DE
110,2011-07-01,832389964,DE
111,2011-10-01,838264099,DE
112,2012-01-01,921671320,DE
113,2012-04-01,936002863,DE
114,2012-07-01,944561310,DE
115,2012-10-01,954567774,DE
116,2013-01-01,979222326,DE
117,2013-04-01,976815293,DE
118,2013-07-01,987075538,DE
119,2013-10-01,1002843087,DE
120,2014-01-01,1015371461,DE
0,1984-01-01,69199987,FL
1,1984-04-01,71345595,FL
2,1984-07-01,71521354,FL
3,1984-10-01,73659081,FL
4,1985-01-01,76849501,FL
5,1985-04-01,79407032,FL
6,1985-07-01,80765330,FL
7,1985-10-01,83411860,FL
8,1986-01-01,86539644,FL
9,1986-04-01,90336890,FL
10,1986-07-01,91491065,FL
11,1986-10-01,96592612,FL
12,1987-01-01,99648156,FL
13,1987-04-01,100768589,FL
14,1987-07-01,104069226,FL
15,1987-10-01,107738152,FL
16,1988-01-01,110216321,FL
17,1988-04-01,112150248,FL
